FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
129,3151624, ,294137, , ,MGA94,MGA56,427637.67,7102494.11,152.276,-26.1952,152.276,-26.1952, , , , , ,500,32,5,10,0,0,272,45,0,6,7880,2.5,0,9,0,0,0,0,162
130,3151625, ,294138, , ,MGA94,MGA56,427686.56,7102495.44,152.276,-26.1952,152.276,-26.1952, , , , , ,500,36,20,0,0,0,370,59,0,2.5,3860,2.5,0,8,0,0,0,0,117
131,3151626, ,294139, , ,MGA94,MGA56,427735.44,7102496.78,152.277,-26.1952,152.277,-26.1952, , , , , ,500,32,30,0,0,0,184,256,0,2.5,2950,10,0,8,0,0,0,0,87
132,3151627, ,294140, , ,MGA94,MGA56,427784.33,7102498.11,152.277,-26.1952,152.277,-26.1952, , , , , ,500,27,10,0,0,0,164,17,0,2.5,3010,2.5,0,7,0,0,0,0,39
133,3151628, ,294141, , ,MGA94,MGA56,427833.22,7102499.44,152.278,-26.1952,152.278,-26.1952, , , , , ,500,29,50,0,0,0,156,45,0,2.5,2540,2.5,0,7,0,0,0,0,53
134,3151629, ,294142, , ,MGA94,MGA56,427882.11,7102500.78,152.278,-26.1952,152.278,-26.1952, , , , , ,500,16,10,0,0,0,146,38,0,2.5,2800,2.5,0,5,0,0,0,0,57
135,3151630, ,294143, , ,MGA94,MGA56,427931,7102502.11,152.279,-26.1952,152.279,-26.1952, , , , , ,500,13,10,0,0,0,152,26,0,6,2650,2.5,0,8,0,0,0,0,64
136,3151631, ,294144, , ,MGA94,MGA56,427979.89,7102503.44,152.279,-26.1952,152.279,-26.1952, , , , , ,500,12,10,0,0,0,71,51,0,8,759,28,0,2.5,0,0,0,0,79
137,3151632, ,294145, , ,MGA94,MGA56,428028.78,7102504.78,152.28,-26.1951,152.28,-26.1951, , , , , ,500,22,10,0,0,0,136,108,0,8,2210,5,0,10,0,0,0,0,69
138,3151633, ,294146, , ,MGA94,MGA56,428077.67,7102506.11,152.28,-26.1951,152.28,-26.1951, , , , , ,500,19,5,0,0,0,113,90,0,8,1060,9,0,8,0,0,0,0,82
139,3151634, ,294147, , ,MGA94,MGA56,428126.56,7102507.44,152.281,-26.1951,152.281,-26.1951, , , , , ,500,2.5,5,0,0,0,66,34,0,9,670,13,0,6,0,0,0,0,96
140,3151635, ,294148, , ,MGA94,MGA56,427146.11,7102578.56,152.271,-26.1944,152.271,-26.1944, , , , , ,500,5,5,0,0,0,158,37,0,5,2300,7,0,5,0,0,0,0,54
141,3151636, ,294149, , ,MGA94,MGA56,427195,7102579.89,152.271,-26.1944,152.271,-26.1944, , , , , ,500,6,5,0,0,0,151,29,0,6,2230,2.5,0,6,0,0,0,0,56
142,3151637, ,294150, , ,MGA94,MGA56,427243.89,7102581.22,152.272,-26.1944,152.272,-26.1944, , , , , ,500,2.5,5,0,0,0,10,2.5,0,2.5,141,2.5,0,2.5,0,0,0,0,12
143,3151638, ,294151, , ,MGA94,MGA56,427292.78,7102582.56,152.272,-26.1944,152.272,-26.1944, , , , , ,500,9,5,5,0,0,145,30,0,5,1850,6,0,6,0,0,0,0,65
144,3151639, ,294152, , ,MGA94,MGA56,427341.67,7102583.89,152.273,-26.1944,152.273,-26.1944, , , , , ,500,10,10,0,0,0,150,34,0,6,2180,6,0,7,0,0,0,0,61
145,3151640, ,294153, , ,MGA94,MGA56,427390.56,7102585.22,152.273,-26.1944,152.273,-26.1944, , , , , ,500,13,10,0,0,0,198,11,0,5,2500,24,0,7,0,0,0,0,86
146,3151641, ,294154, , ,MGA94,MGA56,427439.44,7102586.56,152.274,-26.1944,152.274,-26.1944, , , , , ,500,26,10,0,0,0,200,71,0,7,3880,9,0,12,0,0,0,0,104
147,3151642, ,294155, , ,MGA94,MGA56,427488.33,7102587.89,152.274,-26.1944,152.274,-26.1944, , , , , ,500,25,20,0,0,0,196,69,0,7,3770,8,0,13,0,0,0,0,102
148,3151643, ,294156, , ,MGA94,MGA56,427537.22,7102589.22,152.275,-26.1944,152.275,-26.1944, , , , , ,500,24,10,0,0,0,199,43,0,6,4080,6,0,10,0,0,0,0,79
149,3151644, ,294157, , ,MGA94,MGA56,427586.11,7102590.56,152.275,-26.1944,152.275,-26.1944, , , , , ,500,18,10,0,0,0,174,51,0,6,4820,2.5,0,7,0,0,0,0,70
150,3151645, ,294158, , ,MGA94,MGA56,427635,7102591.89,152.276,-26.1943,152.276,-26.1943, , , , , ,500,30,5,0,0,0,243,39,0,6,11300,2.5,0,10,0,0,0,0,91
151,3151646, ,294159, , ,MGA94,MGA56,427683.89,7102593.22,152.276,-26.1943,152.276,-26.1943, , , , , ,500,18,5,0,0,0,175,32,0,6,3730,2.5,0,9,0,0,0,0,64
152,3151647, ,294160, , ,MGA94,MGA56,427732.78,7102594.56,152.277,-26.1943,152.277,-26.1943, , , , , ,500,17,20,0,0,0,159,131,0,7,3480,2.5,0,10,0,0,0,0,67
153,3151648, ,294161, , ,MGA94,MGA56,427781.67,7102595.89,152.277,-26.1943,152.277,-26.1943, , , , , ,500,14,5,5,0,0,156,20,0,6,2660,2.5,0,9,0,0,0,0,67
154,3151649, ,294162, , ,MGA94,MGA56,427830.56,7102597.22,152.278,-26.1943,152.278,-26.1943, , , , , ,500,11,5,0,0,0,49,9,0,9,1280,7,0,11,0,0,0,0,29
155,3151650, ,294163, , ,MGA94,MGA56,427879.44,7102598.56,152.278,-26.1943,152.278,-26.1943, , , , , ,500,15,5,0,0,0,106,71,0,11,2090,2.5,0,9,0,0,0,0,52
156,3151651, ,294164, , ,MGA94,MGA56,427928.33,7102599.89,152.279,-26.1943,152.279,-26.1943, , , , , ,500,24,5,0,0,0,178,36,0,6,3200,2.5,0,10,0,0,0,0,64
157,3151652, ,294165, , ,MGA94,MGA56,427977.22,7102601.22,152.279,-26.1943,152.279,-26.1943, , , , , ,500,10,40,0,0,0,112,162,0,8,1650,87,0,6,0,0,0,0,197
158,3151653, ,294166, , ,MGA94,MGA56,428026.11,7102602.56,152.28,-26.1943,152.28,-26.1943, , , , , ,500,2.5,5,0,0,0,87,63,0,8,877,14,0,2.5,0,0,0,0,105
159,3151654, ,294167, , ,MGA94,MGA56,428075,7102603.89,152.28,-26.1943,152.28,-26.1943, , , , , ,500,17,10,0,0,0,143,112,0,6,1840,230,0,8,0,0,0,0,486
160,3151655, ,294168, , ,MGA94,MGA56,428123.89,7102605.22,152.281,-26.1942,152.281,-26.1942, , , , , ,500,20,10,0,0,0,194,244,0,9,3070,21,0,9,0,0,0,0,95
161,3151656, ,294169, , ,MGA94,MGA56,427143.44,7102676.33,152.271,-26.1936,152.271,-26.1936, , , , , ,500,2.5,5,0,0,0,143,14,0,6,1590,2.5,0,2.5,0,0,0,0,61
162,3151657, ,294170, , ,MGA94,MGA56,427192.33,7102677.67,152.271,-26.1935,152.271,-26.1935, , , , , ,500,2.5,5,0,0,0,54,27,0,9,921,6,0,6,0,0,0,0,64
163,3151658, ,294171, , ,MGA94,MGA56,427241.22,7102679,152.272,-26.1935,152.272,-26.1935, , , , , ,500,2.5,5,5,0,0,41,21,0,8,443,6,0,2.5,0,0,0,0,57
164,3151659, ,294172, , ,MGA94,MGA56,427290.11,7102680.33,152.272,-26.1935,152.272,-26.1935, , , , , ,500,17,5,0,0,0,138,30,0,6,1450,9,0,2.5,0,0,0,0,72
165,3151660, ,294173, , ,MGA94,MGA56,427339,7102681.67,152.273,-26.1935,152.273,-26.1935, , , , , ,500,39,5,0,0,0,194,57,0,7,2510,13,0,12,0,0,0,0,87
166,3151661, ,294174, , ,MGA94,MGA56,427387.89,7102683,152.273,-26.1935,152.273,-26.1935, , , , , ,500,14,5,0,0,0,142,38,0,8,2300,16,0,2.5,0,0,0,0,78
167,3151662, ,294175, , ,MGA94,MGA56,427436.78,7102684.33,152.274,-26.1935,152.274,-26.1935, , , , , ,500,18,5,0,0,0,190,10,0,6,2710,10,0,9,0,0,0,0,59
168,3151663, ,294177, , ,MGA94,MGA56,427534.56,7102687,152.275,-26.1935,152.275,-26.1935, , , , , ,500,15,10,0,0,0,181,57,0,6,3530,2.5,0,8,0,0,0,0,65
169,3151664, ,294178, , ,MGA94,MGA56,427583.44,7102688.33,152.275,-26.1935,152.275,-26.1935, , , , , ,500,22,10,0,0,0,202,52,0,7,3860,2.5,0,9,0,0,0,0,46
170,3151665, ,294179, , ,MGA94,MGA56,427632.33,7102689.67,152.276,-26.1935,152.276,-26.1935, , , , , ,500,15,10,0,0,0,161,148,0,7,3040,2.5,0,9,0,0,0,0,43
171,3151666, ,294180, , ,MGA94,MGA56,427681.22,7102691,152.276,-26.1934,152.276,-26.1934, , , , , ,500,13,5,0,0,0,117,11,0,10,2870,2.5,0,6,0,0,0,0,54
172,3151667, ,294181, , ,MGA94,MGA56,427730.11,7102692.33,152.277,-26.1934,152.277,-26.1934, , , , , ,500,8,5,0,0,0,172,6,0,7,2460,2.5,0,7,0,0,0,0,41
173,3151668, ,294183, , ,MGA94,MGA56,427827.89,7102695,152.278,-26.1934,152.278,-26.1934, , , , , ,500,14,5,5,0,0,184,13,0,5,3040,2.5,0,6,0,0,0,0,43
174,3151669, ,294185, , ,MGA94,MGA56,427925.67,7102697.67,152.279,-26.1934,152.279,-26.1934, , , , , ,500,8,10,0,0,0,128,87,0,9,2140,14,0,2.5,0,0,0,0,1230
175,3151670, ,294186, , ,MGA94,MGA56,427974.56,7102699,152.279,-26.1934,152.279,-26.1934, , , , , ,500,10,20,0,0,0,153,31,0,6,2300,122,0,5,0,0,0,0,321
176,3151671, ,294187, , ,MGA94,MGA56,428023.44,7102700.33,152.28,-26.1934,152.28,-26.1934, , , , , ,2000,32,30,0,0,0,76,513,0,12,1510,23,0,9,0,0,0,0,83
177,3151672, ,294188, , ,MGA94,MGA56,428072.33,7102701.67,152.28,-26.1934,152.28,-26.1934, , , , , ,500,13,10,0,0,0,170,62,0,30,1950,26,0,7,0,0,0,0,74
178,3151673, ,294189, , ,MGA94,MGA56,428121.22,7102703,152.281,-26.1934,152.281,-26.1934, , , , , ,500,14,10,0,0,0,200,99,0,8,2750,13,0,7,0,0,0,0,78
179,3151674, ,294190, , ,MGA94,MGA56,427140.78,7102774.11,152.271,-26.1927,152.271,-26.1927, , , , , ,500,2.5,5,0,0,0,166,13,0,2.5,1320,2.5,0,8,0,0,0,0,74
180,3151675, ,294191, , ,MGA94,MGA56,427189.67,7102775.44,152.271,-26.1927,152.271,-26.1927, , , , , ,500,2.5,5,0,0,0,155,28,0,6,2250,2.5,0,2.5,0,0,0,0,63
181,3151676, ,294192, , ,MGA94,MGA56,427238.56,7102776.78,152.272,-26.1927,152.272,-26.1927, , , , , ,500,12,10,0,0,0,53,28,0,10,811,8,0,2.5,0,0,0,0,77
182,3151677, ,294194, , ,MGA94,MGA56,427336.33,7102779.44,152.273,-26.1926,152.273,-26.1926, , , , , ,500,13,5,0,0,0,133,45,0,6,2160,11,0,7,0,0,0,0,60
183,3151678, ,294195, , ,MGA94,MGA56,427385.22,7102780.78,152.273,-26.1926,152.273,-26.1926, , , , , ,500,15,10,0,0,0,127,31,0,6,1890,12,0,9,0,0,0,0,59
184,3151679, ,294196, , ,MGA94,MGA56,427434.11,7102782.11,152.274,-26.1926,152.274,-26.1926, , , , , ,500,14,10,0,0,0,123,31,0,6,1810,11,0,7,0,0,0,0,56
185,3151680, ,294197, , ,MGA94,MGA56,427483,7102783.44,152.274,-26.1926,152.274,-26.1926, , , , , ,500,23,10,0,0,0,216,37,0,6,3720,9,0,13,0,0,0,0,87
186,3151681, ,294198, , ,MGA94,MGA56,427531.89,7102784.78,152.275,-26.1926,152.275,-26.1926, , , , , ,500,13,10,0,0,0,177,46,0,6,2190,2.5,0,9,0,0,0,0,59
187,3151682, ,294199, , ,MGA94,MGA56,427580.78,7102786.11,152.275,-26.1926,152.275,-26.1926, , , , , ,500,12,70,0,0,0,180,28,0,6,2680,2.5,0,10,0,0,0,0,54
188,3151683, ,294202, , ,MGA94,MGA56,427727.44,7102790.11,152.277,-26.1926,152.277,-26.1926, , , , , ,500,11,20,30,0,0,196,38,0,7,3110,7,0,10,0,0,0,0,70
189,3151684, ,294203, , ,MGA94,MGA56,427776.33,7102791.44,152.277,-26.1925,152.277,-26.1925, , , , , ,500,6,10,0,0,0,173,11,0,5,3100,2.5,0,7,0,0,0,0,56
190,3151685, ,294204, , ,MGA94,MGA56,427825.22,7102792.78,152.278,-26.1925,152.278,-26.1925, , , , , ,500,12,5,0,0,0,173,32,0,6,2650,8,0,9,0,0,0,0,56
191,3151686, ,294205, , ,MGA94,MGA56,427874.11,7102794.11,152.278,-26.1925,152.278,-26.1925, , , , , ,500,8,10,0,0,0,143,32,0,5,2280,6,0,7,0,0,0,0,53
192,3151687, ,294207, , ,MGA94,MGA56,427971.89,7102796.78,152.279,-26.1925,152.279,-26.1925, , , , , ,500,10,5,0,0,0,145,20,0,8,2370,58,0,8,0,0,0,0,101
193,3151688, ,294208, , ,MGA94,MGA56,428020.78,7102798.11,152.28,-26.1925,152.28,-26.1925, , , , , ,500,14,10,0,0,0,168,22,0,9,3260,2.5,0,7,0,0,0,0,53
194,3151689, ,294209, , ,MGA94,MGA56,428069.67,7102799.44,152.28,-26.1925,152.28,-26.1925, , , , , ,500,15,10,0,0,0,177,16,0,6,3690,2.5,0,2.5,0,0,0,0,46
195,3151690, ,294210, , ,MGA94,MGA56,428118.56,7102800.78,152.281,-26.1925,152.281,-26.1925, , , , , ,500,12,20,0,0,0,184,28,0,5,3040,2.5,0,8,0,0,0,0,62
196,3151691, ,294211, , ,MGA94,MGA56,427138.11,7102871.89,152.271,-26.1918,152.271,-26.1918, , , , , ,500,8,10,0,0,0,152,35,0,6,2130,2.5,0,7,0,0,0,0,70
197,3151692, ,294212, , ,MGA94,MGA56,427187,7102873.22,152.271,-26.1918,152.271,-26.1918, , , , , ,500,8,10,50,0,0,175,28,0,6,1770,2.5,0,8,0,0,0,0,74
198,3151693, ,294213, , ,MGA94,MGA56,427235.89,7102874.56,152.272,-26.1918,152.272,-26.1918, , , , , ,500,8,5,0,0,0,144,24,0,6,1660,2.5,0,10,0,0,0,0,84
199,3151694, ,294214, , ,MGA94,MGA56,427284.78,7102875.89,152.272,-26.1918,152.272,-26.1918, , , , , ,500,14,5,0,0,0,153,25,0,6,2000,14,0,8,0,0,0,0,72
200,3151695, ,294215, , ,MGA94,MGA56,427333.67,7102877.22,152.273,-26.1917,152.273,-26.1917, , , , , ,500,14,5,0,0,0,151,25,0,6,2070,16,0,8,0,0,0,0,67
201,3151696, ,294216, , ,MGA94,MGA56,427382.56,7102878.56,152.273,-26.1917,152.273,-26.1917, , , , , ,500,15,5,0,0,0,151,18,0,6,1700,13,0,8,0,0,0,0,62
202,3151697, ,294217, , ,MGA94,MGA56,427431.44,7102879.89,152.274,-26.1917,152.274,-26.1917, , , , , ,500,19,5,0,0,0,163,27,0,6,1990,9,0,12,0,0,0,0,52
203,3151698, ,294218, , ,MGA94,MGA56,427480.33,7102881.22,152.274,-26.1917,152.274,-26.1917, , , , , ,500,26,5,0,0,0,163,33,0,6,2330,6,0,11,0,0,0,0,50
204,3151699, ,294219, , ,MGA94,MGA56,427529.22,7102882.56,152.275,-26.1917,152.275,-26.1917, , , , , ,500,16,5,0,0,0,175,88,0,6,2960,2.5,0,8,0,0,0,0,51
205,3151700, ,294220, , ,MGA94,MGA56,427578.11,7102883.89,152.275,-26.1917,152.275,-26.1917, , , , , ,500,9,5,0,0,0,160,44,0,6,2730,2.5,0,8,0,0,0,0,49
206,3151701, ,294221, , ,MGA94,MGA56,427627,7102885.22,152.276,-26.1917,152.276,-26.1917, , , , , ,500,14,20,0,0,0,194,33,0,7,2810,2.5,0,9,0,0,0,0,60
207,3151702, ,294222, , ,MGA94,MGA56,427675.89,7102886.56,152.276,-26.1917,152.276,-26.1917, , , , , ,500,6,5,10,0,0,160,16,0,7,2270,2.5,0,7,0,0,0,0,48
208,3151703, ,294223, , ,MGA94,MGA56,427724.78,7102887.89,152.277,-26.1917,152.277,-26.1917, , , , , ,500,2.5,20,0,0,0,162,9,0,6,2490,2.5,0,7,0,0,0,0,48
209,3151704, ,294224, , ,MGA94,MGA56,427773.67,7102889.22,152.277,-26.1917,152.277,-26.1917, , , , , ,500,7,20,0,0,0,182,9,0,6,2680,5,0,7,0,0,0,0,51
210,3151705, ,294225, , ,MGA94,MGA56,427822.56,7102890.56,152.278,-26.1917,152.278,-26.1917, , , , , ,500,13,10,0,0,0,184,7,0,7,3190,11,0,7,0,0,0,0,51
211,3151706, ,294226, , ,MGA94,MGA56,427871.44,7102891.89,152.278,-26.1916,152.278,-26.1916, , , , , ,500,14,5,0,0,0,167,16,0,6,2600,9,0,9,0,0,0,0,66
212,3151707, ,294227, , ,MGA94,MGA56,427920.33,7102893.22,152.279,-26.1916,152.279,-26.1916, , , , , ,500,13,5,0,0,0,181,30,0,8,3270,10,0,8,0,0,0,0,75
213,3151708, ,294228, , ,MGA94,MGA56,427969.22,7102894.56,152.279,-26.1916,152.279,-26.1916, , , , , ,500,7,10,0,0,0,147,18,0,9,2230,12,0,9,0,0,0,0,79
214,3151709, ,294229, , ,MGA94,MGA56,428018.11,7102895.89,152.28,-26.1916,152.28,-26.1916, , , , , ,500,13,5,0,0,0,167,12,0,6,3140,2.5,0,7,0,0,0,0,55
215,3151710, ,294230, , ,MGA94,MGA56,428067,7102897.22,152.28,-26.1916,152.28,-26.1916, , , , , ,500,8,5,0,0,0,200,10,0,8,3970,7,0,8,0,0,0,0,65
216,3151711, ,294231, , ,MGA94,MGA56,428115.89,7102898.56,152.281,-26.1916,152.281,-26.1916, , , , , ,500,8,10,0,0,0,167,37,0,8,2510,8,0,7,0,0,0,0,65
217,3151712, ,294232, , ,MGA94,MGA56,427135.44,7102969.67,152.271,-26.1909,152.271,-26.1909, , , , , ,500,12,10,10,0,0,150,16,0,6,1770,2.5,0,6,0,0,0,0,73
218,3151713, ,294233, , ,MGA94,MGA56,427184.33,7102971,152.271,-26.1909,152.271,-26.1909, , , , , ,500,2.5,5,0,0,0,95,51,0,8,1130,8,0,2.5,0,0,0,0,73
219,3151714, ,294234, , ,MGA94,MGA56,427233.22,7102972.33,152.272,-26.1909,152.272,-26.1909, , , , , ,500,2.5,5,0,0,0,51,70,0,11,418,8,0,6,0,0,0,0,73
220,3151715, ,294235, , ,MGA94,MGA56,427282.11,7102973.67,152.272,-26.1909,152.272,-26.1909, , , , , ,500,18,10,0,0,0,24,11,0,10,274,7,0,2.5,0,0,0,0,79
221,3151716, ,294236, , ,MGA94,MGA56,427331,7102975,152.273,-26.1909,152.273,-26.1909, , , , , ,500,24,5,0,0,0,16,19,0,9,66,11,0,5,0,0,0,0,84
222,3151717, ,294237, , ,MGA94,MGA56,427379.89,7102976.33,152.273,-26.1909,152.273,-26.1909, , , , , ,500,16,10,0,0,0,183,34,0,8,1560,21,0,11,0,0,0,0,96
223,3151718, ,294238, , ,MGA94,MGA56,427428.78,7102977.67,152.274,-26.1908,152.274,-26.1908, , , , , ,500,23,90,0,0,0,121,88,0,9,1340,8,0,11,0,0,0,0,55
224,3151719, ,294239, , ,MGA94,MGA56,427477.67,7102979,152.274,-26.1908,152.274,-26.1908, , , , , ,500,15,10,0,0,0,148,96,0,6,2050,6,0,9,0,0,0,0,45
225,3151720, ,294240, , ,MGA94,MGA56,427526.56,7102980.33,152.275,-26.1908,152.275,-26.1908, , , , , ,500,13,10,0,0,0,199,79,0,7,2980,2.5,0,8,0,0,0,0,42
226,3151721, ,294241, , ,MGA94,MGA56,427575.44,7102981.67,152.275,-26.1908,152.275,-26.1908, , , , , ,500,8,10,0,0,0,207,16,0,7,2930,2.5,0,9,0,0,0,0,68
227,3151722, ,294242, , ,MGA94,MGA56,427624.33,7102983,152.276,-26.1908,152.276,-26.1908, , , , , ,500,8,10,0,0,0,192,9,0,7,2920,6,0,7,0,0,0,0,68
228,3151723, ,294243, , ,MGA94,MGA56,427132.78,7103067.44,152.271,-26.19,152.271,-26.19, , , , , ,500,15,10,0,0,0,117,19,0,6,1500,2.5,0,8,0,0,0,0,84
229,3151724, ,294244, , ,MGA94,MGA56,427181.67,7103068.78,152.271,-26.19,152.271,-26.19, , , , , ,500,21,10,0,0,0,106,24,0,6,1950,6,0,2.5,0,0,0,0,45
230,3151725, ,294245, , ,MGA94,MGA56,427230.56,7103070.11,152.272,-26.19,152.272,-26.19, , , , , ,500,7,10,0,0,0,61,108,0,12,275,7,0,8,0,0,0,0,138
231,3151726, ,294246, , ,MGA94,MGA56,427279.44,7103071.44,152.272,-26.19,152.272,-26.19, , , , , ,500,2.5,10,5,0,0,74,97,0,9,1080,2.5,0,2.5,0,0,0,0,93
232,3151727, ,294247, , ,MGA94,MGA56,427328.33,7103072.78,152.273,-26.19,152.273,-26.19, , , , , ,500,40,10,0,0,0,36,63,0,13,511,10,0,2.5,0,0,0,0,86
233,3151728, ,294248, , ,MGA94,MGA56,427377.22,7103074.11,152.273,-26.19,152.273,-26.19, , , , , ,500,23,30,0,0,0,92,47,0,10,929,20,0,10,0,0,0,0,75
234,3151729, ,294249, , ,MGA94,MGA56,427426.11,7103075.44,152.274,-26.19,152.274,-26.19, , , , , ,2000,37,200,230,0,0,88,3190,0,12,977,35,0,12,0,0,0,0,111
235,3151730, ,294250, , ,MGA94,MGA56,427475,7103076.78,152.274,-26.19,152.274,-26.19, , , , , ,500,17,10,0,0,0,131,70,0,9,1740,8,0,8,0,0,0,0,66
236,3151731, ,294251, , ,MGA94,MGA56,427523.89,7103078.11,152.275,-26.1899,152.275,-26.1899, , , , , ,500,15,10,0,0,0,154,82,0,7,2130,5,0,9,0,0,0,0,43
237,3151732, ,294252, , ,MGA94,MGA56,427572.78,7103079.44,152.275,-26.1899,152.275,-26.1899, , , , , ,500,10,10,0,0,0,123,43,0,6,2230,20,0,7,0,0,0,0,84
238,3151733, ,294253, , ,MGA94,MGA56,427621.67,7103080.78,152.276,-26.1899,152.276,-26.1899, , , , , ,1000,7,10,0,0,0,151,90,0,9,1780,2.5,0,12,0,0,0,0,39
239,3151734, ,294254, , ,MGA94,MGA56,427130.11,7103165.22,152.271,-26.1891,152.271,-26.1891, , , , , ,500,2.5,5,0,0,0,49,67,0,11,168,5,0,7,0,0,0,0,72
240,3151735, ,294255, , ,MGA94,MGA56,427179,7103166.56,152.271,-26.1891,152.271,-26.1891, , , , , ,500,7,10,0,0,0,55,40,0,12,159,9,0,12,0,0,0,0,71
241,3151736, ,294256, , ,MGA94,MGA56,427227.89,7103167.89,152.272,-26.1891,152.272,-26.1891, , , , , ,500,9,5,20,0,0,70,33,0,13,164,14,0,12,0,0,0,0,71
242,3151737, ,294257, , ,MGA94,MGA56,427276.78,7103169.22,152.272,-26.1891,152.272,-26.1891, , , , , ,500,6,5,0,0,0,55,30,0,10,195,2.5,0,11,0,0,0,0,63
243,3151738, ,294258, , ,MGA94,MGA56,427325.67,7103170.56,152.273,-26.1891,152.273,-26.1891, , , , , ,500,6,5,0,0,0,60,81,0,10,553,7,0,6,0,0,0,0,69
244,3151739, ,294259, , ,MGA94,MGA56,427374.56,7103171.89,152.273,-26.1891,152.273,-26.1891, , , , , ,500,41,10,0,0,0,21,33,0,9,100,6,0,5,0,0,0,0,58
245,3151740, ,294260, , ,MGA94,MGA56,427423.44,7103173.22,152.274,-26.1891,152.274,-26.1891, , , , , ,500,29,20,0,0,0,79,22,0,10,821,7,0,8,0,0,0,0,78
246,3151741, ,294261, , ,MGA94,MGA56,427472.33,7103174.56,152.274,-26.1891,152.274,-26.1891, , , , , ,500,25,10,0,0,0,184,75,0,7,2800,5,0,11,0,0,0,0,72
247,3151742, ,294262, , ,MGA94,MGA56,427521.22,7103175.89,152.275,-26.1891,152.275,-26.1891, , , , , ,500,18,10,0,0,0,172,157,0,6,3580,6,0,9,0,0,0,0,46
248,3151743, ,294263, , ,MGA94,MGA56,427570.11,7103177.22,152.275,-26.1891,152.275,-26.1891, , , , , ,500,12,10,0,0,0,152,220,0,9,2640,2.5,0,8,0,0,0,0,44
249,3151744, ,294264, , ,MGA94,MGA56,427619,7103178.56,152.276,-26.189,152.276,-26.189, , , , , ,500,14,5,0,0,0,180,99,0,8,2610,2.5,0,9,0,0,0,0,55
250,3151745, ,294265, , ,MGA94,MGA56,427127.44,7103263,152.271,-26.1883,152.271,-26.1883, , , , , ,500,7,5,0,0,0,44,123,0,12,259,2.5,0,2.5,0,0,0,0,122
251,3151746, ,294266, , ,MGA94,MGA56,427176.33,7103264.33,152.271,-26.1882,152.271,-26.1882, , , , , ,500,2.5,5,5,0,0,53,315,0,12,216,6,0,2.5,0,0,0,0,253
252,3151747, ,294267, , ,MGA94,MGA56,427225.22,7103265.67,152.272,-26.1882,152.272,-26.1882, , , , , ,500,5,10,0,0,0,45,116,0,12,195,2.5,0,2.5,0,0,0,0,183
253,3151748, ,294268, , ,MGA94,MGA56,427274.11,7103267,152.272,-26.1882,152.272,-26.1882, , , , , ,500,20,10,0,0,0,113,292,0,11,329,15,0,8,0,0,0,0,97
254,3151749, ,294269, , ,MGA94,MGA56,427323,7103268.33,152.273,-26.1882,152.273,-26.1882, , , , , ,500,8,5,0,0,0,54,106,0,11,197,9,0,9,0,0,0,0,103
255,3151750, ,294270, , ,MGA94,MGA56,427371.89,7103269.67,152.273,-26.1882,152.273,-26.1882, , , , , ,500,57,30,0,0,0,55,64,0,12,909,7,0,8,0,0,0,0,68
256,3151751, ,294271, , ,MGA94,MGA56,427420.78,7103271,152.274,-26.1882,152.274,-26.1882, , , , , ,500,24,10,0,0,0,90,24,0,7,992,11,0,5,0,0,0,0,79
257,3151752, ,294272, , ,MGA94,MGA56,427469.67,7103272.33,152.274,-26.1882,152.274,-26.1882, , , , , ,500,10,10,0,0,0,21,30,0,9,141,8,0,2.5,0,0,0,0,89
258,3151753, ,294273, , ,MGA94,MGA56,427518.56,7103273.67,152.275,-26.1882,152.275,-26.1882, , , , , ,500,21,10,0,0,0,164,85,0,6,2650,12,0,9,0,0,0,0,51
259,3151754, ,294274, , ,MGA94,MGA56,427567.44,7103275,152.275,-26.1882,152.275,-26.1882, , , , , ,500,16,5,0,0,0,189,25,0,6,3510,7,0,11,0,0,0,0,52
260,3151755, ,294275, , ,MGA94,MGA56,427616.33,7103276.33,152.276,-26.1882,152.276,-26.1882, , , , , ,500,16,10,0,0,0,188,39,0,6,3960,7,0,10,0,0,0,0,43
261,3151756, ,294277, , ,MGA94,MGA56,427173.67,7103362.11,152.271,-26.1874,152.271,-26.1874, , , , , ,500,8,10,0,0,0,47,60,0,12,137,2.5,0,12,0,0,0,0,69
262,3151757, ,294278, , ,MGA94,MGA56,427222.56,7103363.44,152.272,-26.1874,152.272,-26.1874, , , , , ,500,30,40,0,0,0,49,32,0,11,692,8,0,2.5,0,0,0,0,68
263,3151758, ,294279, , ,MGA94,MGA56,427271.44,7103364.78,152.272,-26.1873,152.272,-26.1873, , , , , ,500,9,10,0,0,0,49,139,0,13,206,2.5,0,8,0,0,0,0,72
264,3151759, ,294280, , ,MGA94,MGA56,427320.33,7103366.11,152.273,-26.1873,152.273,-26.1873, , , , , ,500,2.5,5,0,0,0,52,110,0,13,280,7,0,2.5,0,0,0,0,64
265,3151760, ,294281, , ,MGA94,MGA56,427369.22,7103367.44,152.273,-26.1873,152.273,-26.1873, , , , , ,500,30,20,0,0,0,44,34,0,12,574,8,0,2.5,0,0,0,0,64
